latitude,longitude,distance,price,Number of Reviews,rating
45.46766565386597,-73.59391784324544,715.1828650955838,1.9333333333333333,46.4,4.2
45.46976497412213,-73.58923405408859,515.8857055830861,1.8571428571428572,46.35,4.25
45.472636238971525,-73.58546018600464,585.1795311884193,2.0588235294117645,93.65,4.175
45.4801160762769,-73.58560770750046,613.0929060936555,2.1666666666666665,175.15,4.2
45.48020822800015,-73.57759863138199,329.11023054450897,2.235294117647059,167.15,4.15
45.48049514330605,-73.57782661914825,363.4099350411068,2.2777777777777777,172.85,4.15
45.48295816149219,-73.57975836854166,384.33415877054045,2.210526315789474,172.85,4.1
45.48378886396517,-73.5750612616539,417.66706156187973,2.1578947368421053,179.45,4.125
45.48504797982277,-73.5719633102417,627.7076706435898,2.45,225.55,4.075
45.485328993998365,-73.57692271471024,653.2055185417455,2.25,242.05,4.125
45.48752158511353,-73.56500297784805,570.0177034572054,2.823529411764706,159.85,4.025
45.48830194643546,-73.56871783733366,501.4892805034289,2.789473684210526,210.15,4.075
45.4891,-73.57656,742.8709802833271,2.4210526315789473,294.65,4.2
45.48918571608228,-73.57190027832984,635.5063040934292,2.6842105263157894,261.9,4.125
45.48952522221574,-73.5844581949641,766.5885552129159,2.210526315789474,281.45,4.225
45.48972725318433,-73.56406286358833,657.1853303829116,2.8125,165.4,4.05
45.49047561880464,-73.56022328138351,730.1587260381222,2.533333333333333,88.75,4.15
45.4912258547597,-73.58763009309769,953.414114171366,2.263157894736842,278.9,4.225
45.4912954250061,-73.56159925460815,762.9218640139252,2.4705882352941178,155.65,4.2
45.491366875439965,-73.57010722160338,769.1781247034385,2.6842105263157894,324.6,4.225
45.49228068089086,-73.58096480369566,366.2876852454809,2.1052631578947367,227.25,4.05
45.49276061084002,-73.55641052126883,683.6976210943637,2.6666666666666665,232.4,4.125
45.49291337906463,-73.5646878182888,832.801904472266,2.6666666666666665,281.05,4.175
45.49487159597493,-73.57112377882004,494.1160669660829,2.5294117647058822,281.8,4.2
45.495369835210354,-73.56859177350998,723.973173508123,2.611111111111111,340.45,4.25
45.49544692088696,-73.56329441070557,852.2181820963399,2.789473684210526,346.0,4.275
45.49572236030835,-73.55461344122887,591.6922740531548,2.823529411764706,300.35,4.275
45.49649602765373,-73.57870370149612,270.85243103672815,2.0526315789473686,271.45,4.1
45.49658063218649,-73.5762146115303,262.7335103970055,2.210526315789474,306.75,4.125
45.49716534003792,-73.55933010578154,513.5070474716424,2.8125,241.9,4.3
45.49750375338383,-73.55284452438353,536.9499689035571,2.736842105263158,364.8,4.2
45.49788352593901,-73.56856763362885,613.9559532377373,2.526315789473684,330.4,4.25
45.49790394592446,-73.57077571808077,370.1073551823962,2.4444444444444446,304.15,4.125
45.49837045828952,-73.56055587530136,490.12141026212674,2.7058823529411766,260.35,4.25
45.498488900657,-73.57436656951904,222.74410433858515,2.3333333333333335,257.35,4.1
45.49969963056761,-73.57193648815155,289.1401042616872,2.3333333333333335,264.4,4.1
45.49996470926352,-73.55615437030792,228.7958367673598,2.7777777777777777,334.0,4.225
45.50038,-73.57507,209.78269727399757,2.3157894736842106,235.75,4.125
45.50114344835097,-73.56077313423157,338.6337709688486,2.7222222222222223,298.95,4.2
45.501187681489775,-73.57045487814501,302.39673269706293,2.2222222222222223,252.8,4.0
45.502053864057466,-73.57346534729004,329.64227277240434,2.1578947368421053,274.9,4.075
45.50206,-73.56295,500.48103754745836,2.6842105263157894,329.1,4.2
45.5021829099012,-73.56825381517409,391.34857058059055,2.3157894736842106,274.55,4.05
45.50229349416256,-73.5733064264059,311.8314526395293,2.1052631578947367,264.65,4.075
45.50238607958335,-73.57333794236183,316.1054633158394,2.1052631578947367,264.65,4.075
45.50277615861811,-73.57589408755302,399.6224769936702,2.4210526315789473,281.0,4.175
45.502939709023714,-73.56064036488532,349.59906315742865,2.7777777777777777,321.2,4.225
45.50373771539475,-73.56948494911194,347.833475445095,2.210526315789474,269.45,4.05
45.50424245563397,-73.553469479084,270.695476402568,2.6666666666666665,292.1,4.15
45.505173440423306,-73.5706517100334,429.0036814999986,2.210526315789474,273.4,4.1
45.50531166520915,-73.56089115142822,445.69217816860845,2.6315789473684212,313.6,4.15
45.50538591756765,-73.5704317688942,434.5683709710165,2.210526315789474,272.65,4.15
45.50631445605528,-73.55967122894072,341.02286879723545,2.5555555555555554,291.95,4.125
45.5063713381299,-73.5642009973526,468.3596298213295,2.473684210526316,294.85,4.15
45.50710632433956,-73.56861054897308,480.3142902211457,2.3157894736842106,242.65,4.15
45.50714391928411,-73.55511903762817,230.73039943913878,2.5,273.0,4.025
45.50761009451047,-73.55183601379395,260.50460728793274,2.588235294117647,270.35,4.075
45.50788520688478,-73.56315059590997,461.23011176570253,2.411764705882353,274.3,4.125
45.50928678961862,-73.57101917266846,530.772620347616,2.235294117647059,234.5,4.15
45.51025293429709,-73.55677664279938,631.8529123317062,2.588235294117647,325.5,4.225
45.51059890498207,-73.56692545115948,590.1335164301913,2.2777777777777777,291.15,4.2
45.51074821798916,-73.56512099504471,579.7779222882057,2.2777777777777777,312.6,4.225
45.51086,-73.54983,659.6945016061804,2.7222222222222223,287.65,4.125
45.5121682576952,-73.55481594800949,686.8746104771365,2.6842105263157894,299.55,4.2
45.512903912221326,-73.57059180741999,457.80327294496163,2.2222222222222223,232.2,4.125
45.51329411414168,-73.55057805776596,829.2398109528882,2.6315789473684212,293.35,4.2
45.51401222645779,-73.56598667800426,649.1927852924158,2.3157894736842106,345.6,4.125
45.51433912935237,-73.56168508529663,655.591591155797,2.3684210526315788,348.45,4.125
45.51487490356938,-73.58486406505108,741.4331564353236,2.1052631578947367,462.3,4.325
45.51522812881499,-73.5750961303711,498.2769397497559,2.3157894736842106,438.25,4.225
45.51586835126322,-73.56008380651474,509.2554835350903,2.263157894736842,208.8,4.175
45.51601387670667,-73.56291957199574,507.08732841699793,2.3157894736842106,301.55,4.125
45.51613214980722,-73.56049686670303,474.7640697992773,2.3157894736842106,209.3,4.2
45.51689731423111,-73.58910799026489,559.2918495417923,2.2222222222222223,177.4,4.325
45.516926210319546,-73.56425732374191,540.3183814063292,2.45,388.95,4.125
45.51814312154928,-73.56800436973572,486.7772715957444,2.4,387.05,4.175
45.51862424058306,-73.55219006538391,532.3719340601126,2.2,120.75,4.2
45.51941,-73.58685,565.5785549863699,2.111111111111111,449.8,4.275
45.51989655507833,-73.58010649681091,358.99420108230646,2.0,417.25,4.225
45.52097057660443,-73.5499919950962,679.7365522116962,1.9444444444444444,120.7,4.175
45.521564270906616,-73.57036739587784,590.3891755426746,2.2,484.65,4.25
45.52164617544124,-73.59366774559021,352.26443796992874,2.3684210526315788,143.05,4.325
45.52275023118295,-73.57724860310555,311.870535966599,2.1052631578947367,424.1,4.225
45.52357479400008,-73.62344294786453,613.4228632949405,1.9473684210526316,77.5,4.1
45.5238445756922,-73.55236601831166,784.6110478660197,2.0526315789473686,126.0,4.2
45.52423612093815,-73.58155220746994,451.60833871541,2.0,452.05,4.25
45.52551168509886,-73.57424452900887,496.35559231391846,2.3125,421.8,4.275
45.52571087285848,-73.58128398656845,480.6494592083351,2.111111111111111,463.65,4.225
45.52689,-73.57264,726.8828723970597,2.2777777777777777,461.15,4.275
45.526991277453526,-73.55821162462234,719.8052138847185,2.263157894736842,123.2,4.175
45.527070404438426,-73.59791234135628,508.23291161590384,2.4210526315789473,124.8,4.325
45.52714838624861,-73.58947947621346,756.0508488062125,2.263157894736842,237.6,4.25
45.52719536319051,-73.5645255446434,908.8543982373592,2.45,374.25,4.275
45.52723106564012,-73.58672618865965,734.3376657127336,2.2222222222222223,448.2,4.275
45.527371996141,-73.60398352146149,543.7575732781196,2.3157894736842106,131.3,4.3
45.52783154456306,-73.5719096660614,752.1026960595709,2.3333333333333335,462.2,4.275
45.52794135176983,-73.62388551235199,619.4021054368368,1.9444444444444444,83.3,4.15
45.52797141659334,-73.54948371648788,857.8269153969286,2.0,84.15,4.15
45.52933653055564,-73.57795268297195,457.5479146916656,2.1666666666666665,409.7,4.2
45.529668174024685,-73.60166944563389,648.7931738878353,2.35,128.35,4.35
45.529996997063385,-73.63287091255188,673.2104685055577,1.6875,43.8,3.95
45.53006276144042,-73.54559183120728,799.9544583033214,1.5,8.3,4.1
45.53035130173597,-73.6243924498558,709.5659698434463,1.9444444444444444,90.35,4.25
45.53102667048665,-73.59862312674522,710.7535007401244,2.15,94.45,4.275
