latitude,longitude,distance,price,Number of Reviews,rating
45.53255611409675,-73.58993947505951,933.2838943008501,2.2777777777777777,174.8,4.325
45.53280412806031,-73.57190161943436,711.5438976790949,2.1666666666666665,275.85,4.3
45.53330725719417,-73.62082242965698,580.155459606547,2.2,77.4,4.225
45.533313304815366,-73.56671154499054,884.0561911301395,2.2222222222222223,209.25,4.2
45.53370598779895,-73.55217933654784,655.8381190704354,2.0,21.65,4.125
45.53519006163501,-73.61548215150833,277.3333949091449,2.35,88.35,4.125
45.53579541676834,-73.55795860291892,775.5205183764411,1.9333333333333333,25.45,4.25
45.53613488953656,-73.62258464097977,659.7644722888333,2.05,85.55,4.275
45.53830765459552,-73.6548838019371,666.0739267463293,2.0,16.45,3.85
45.53857953787113,-73.58848571777344,811.3779822284102,2.411764705882353,66.55,4.3
45.539306918976,-73.59521873295307,711.8484802725454,2.0,58.6,4.325
45.53946063965585,-73.57605636119843,706.6091604546523,2.2222222222222223,48.7,4.3
45.540105018786974,-73.65347027778625,797.6685843800713,2.125,17.95,4.025
45.54144823434163,-73.59839379787445,583.9560267732566,1.9411764705882353,57.9,4.375
45.541602844435374,-73.56496073305605,686.0127842933523,1.9411764705882353,26.6,4.125
45.54218173507584,-73.62268656492233,529.2722987726495,2.0,47.6,4.275
45.54365380040509,-73.55942063033581,658.4408773607673,1.9333333333333333,28.1,4.175
45.54407915308118,-73.66735741496086,407.79005202561035,2.0,8.0,4.05
45.54428297135084,-73.54544162750244,497.1721426359962,1.9333333333333333,38.6,4.175
45.54434593245247,-73.57697686180472,727.0613964233908,1.8125,26.35,4.325
45.545350334193245,-73.61032962799072,876.7263869049609,2.0,55.45,4.375
45.5457759528664,-73.56217458844185,769.8111949757241,1.8666666666666667,22.7,4.2
45.54612833838664,-73.64650368695946,724.5797126361906,1.8,10.75,4.275
45.54640752148169,-73.63842844963074,574.1818353189162,1.6875,20.55,4.0
45.54699194653282,-73.55115339159964,735.1586334843644,2.0,45.1,4.025
45.54710313981358,-73.54892447590828,595.1405119275153,1.9411764705882353,39.7,4.15
45.54714142711512,-73.54339510202408,254.9126321107266,1.8823529411764706,39.7,4.025
45.54718706660108,-73.6184298992157,800.0066471117251,1.6470588235294117,36.35,4.325
45.54851320767612,-73.62365484237671,759.8880587398653,1.6666666666666667,29.15,4.3
45.54902230455398,-73.59198164194822,507.457244757641,1.9285714285714286,36.7,4.4
45.55069206841976,-73.65636706352234,802.0960219627707,2.0,9.15,3.975
45.551961779348346,-73.6303174495697,891.5228523527669,1.6153846153846154,16.45,4.35
45.55315915057821,-73.53263273835182,698.1902845539292,1.8823529411764706,28.8,4.2
45.55321884238814,-73.53978216648102,465.19082476593724,1.9375,37.0,4.075
45.55331992800521,-73.56932803988457,683.6060488779362,1.8461538461538463,13.7,4.1
45.5534000891078,-73.66225451231003,681.0717692752152,2.1818181818181817,7.9,3.775
45.55358456339093,-73.6383855342865,994.9918612514066,1.6,11.5,4.0
45.55398156058887,-73.55496388156098,886.1123138073053,1.7692307692307692,24.25,4.125
45.55437339981968,-73.55137467384337,784.0567170968122,1.9411764705882353,37.3,4.1
45.55458281524975,-73.59631910920143,739.510167057499,1.9285714285714286,16.6,4.325
45.55463653358596,-73.61255215771962,869.5785391450738,1.9090909090909092,12.75,4.275
45.55671730558936,-73.53024959564209,966.6885945389031,1.7857142857142858,22.2,4.0
45.55675103297278,-73.66716161370277,621.5609224212106,2.0,6.45,3.6
45.557568,-73.579191,905.2535158717972,1.7,12.1,4.325
45.55774990838239,-73.58380123972893,815.0043769401631,1.6,10.3,4.3
45.55873962047568,-73.60589044634253,666.0405283434208,1.5714285714285714,11.45,4.2
45.55897660298603,-73.59951764345168,554.5541288780333,1.6666666666666667,9.55,4.25
45.55903106539297,-73.54830354452133,869.5672795483275,1.6363636363636365,24.35,3.725
45.55969734528566,-73.60145956277847,563.6309393334901,1.5454545454545454,10.2,4.15
45.55970526805903,-73.55155438184738,970.673930900242,1.6363636363636365,25.05263157894737,3.763157894736842
45.55984236120471,-73.61544728279114,771.595287288281,1.3846153846153846,8.55,3.425
45.55988367688166,-73.63356828689575,955.2425440010926,,4.0,3.0
45.56001959585449,-73.534934520776,857.7021834441126,1.6,14.833333333333334,3.7222222222222223
45.56157008176612,-73.65338176488876,481.08423027578317,2.0833333333333335,7.75,4.025
45.5616903,-73.610512,559.7853086437151,1.5555555555555556,8.75,3.5
45.56221872617909,-73.54626774787903,847.1432194044456,1.4,7.888888888888889,3.5555555555555554
